gid;Modelo;Num. Banco;Emplazamiento;Num. Policia;Distrito;Barrio;Año Instalacion;geo_point_2d
2270;MADERA;2190;CARRER ILLES CANÀRIES 62;;12 - CAMINS AL GRAU;4 - CAMI FONDO;;39.46577902047366, -0.35364762330111094
2272;MADERA;2188;CARRER RIU ARCOS 2ac;;12 - CAMINS AL GRAU;4 - CAMI FONDO;;39.465760384946904, -0.35356715712841075
2273;MADERA;2186;AVINGUDA PORT 44ac;;12 - CAMINS AL GRAU;4 - CAMI FONDO;;39.466923060962614, -0.35638884121027387
2274;MADERA;2185;AVINGUDA PORT 35;;12 - CAMINS AL GRAU;2 - ALBORS;;39.467078358657815, -0.3562198618393504
2287;PIEDRA;1347;CARRER JORGE COMÍN (METGE PEDIATRE) 7;0;4 - CAMPANAR;4 - SANT PAU;;39.47988287627872, -0.4041936911560732
2288;PIEDRA;1346;CARRER JORGE COMÍN (METGE PEDIATRE) 7;0;4 - CAMPANAR;4 - SANT PAU;;39.47982993721637, -0.40431453834132824
2289;PIEDRA;1345;CARRER JORGE COMÍN (METGE PEDIATRE) 7;0;4 - CAMPANAR;4 - SANT PAU;;39.47977610640787, -0.40444749695559157
2290;PIEDRA;1360;CARRER HERNÁNDEZ LÁZARO 40;0;4 - CAMPANAR;4 - SANT PAU;;39.48015048082034, -0.4035838687993591
2294;PIEDRA;1343;CARRER SERRA CALDERONA 2ac;0;4 - CAMPANAR;4 - SANT PAU;;39.47985420984734, -0.4048680705461865
2295;PIEDRA;1344;PARTIDA POUET 43;0;4 - CAMPANAR;4 - SANT PAU;;39.47969460515651, -0.404636738336219
2296;PIEDRA;1343;PARTIDA POUET 43;0;4 - CAMPANAR;4 - SANT PAU;;39.479663918784496, -0.4047100478703868
2298;PIEDRA;1340;CARRER SERRA CALDERONA 2ac;0;4 - CAMPANAR;4 - SANT PAU;;39.479796315361625, -0.40480900582409496
2301;PIEDRA;1338;AVINGUDA MESTRE RODRIGO (MÚSIC) 31;0;4 - CAMPANAR;4 - SANT PAU;;39.47929933985705, -0.39941909067122583
2302;PIEDRA;1329;AVINGUDA MESTRE RODRIGO (MÚSIC) 31;0;4 - CAMPANAR;4 - SANT PAU;;39.47936157337504, -0.39935833275439103
2304;PIEDRA;1335;AVINGUDA MESTRE RODRIGO (MÚSIC) 31;0;4 - CAMPANAR;4 - SANT PAU;;39.479345302889065, -0.39940339302981215
2308;PIEDRA;1333;AVINGUDA MESTRE RODRIGO (MÚSIC) 35;0;4 - CAMPANAR;4 - SANT PAU;;39.479387981430165, -0.3993790060162025
2311;PIEDRA;1290;AVINGUDA TAMARINDES 17ac;0;4 - CAMPANAR;4 - SANT PAU;;39.47708584909403, -0.40219556270496337
2317;MEDITERRANEO;415;CARRER PERE III EL GRAN 34;0;2 - L'EIXAMPLE;1 - RUSSAFA;;39.463020442604076, -0.368089556970624
2318;MEDITERRANEO;413;CARRER LLUÍS SANTÀNGEL 3;3;2 - L'EIXAMPLE;1 - RUSSAFA;;39.463308235834, -0.3678695087970924
2320;SILLA MEDITERRANEO;407;CARRER GENERAL PRIM 5;5;2 - L'EIXAMPLE;1 - RUSSAFA;;39.4629601445601, -0.3709973799327021
2325;MEDITERRANEO;354;CARRER CUBA 33;33;2 - L'EIXAMPLE;1 - RUSSAFA;;39.46133741161454, -0.37652661865271186
2327;MEDITERRANEO;352;CARRER BUENOS AIRES 14ac;27;2 - L'EIXAMPLE;1 - RUSSAFA;;39.46166701119208, -0.3767566475613408
2329;MEDITERRANEO;350;CARRER PUERTO RICO 26;28;2 - L'EIXAMPLE;1 - RUSSAFA;;39.461349034922655, -0.37580166998210646
2330;MEDITERRANEO;343;CARRER PUERTO RICO 23;23;2 - L'EIXAMPLE;1 - RUSSAFA;;39.46124061089354, -0.37582228244837584
2331;MEDITERRANEO;342;CARRER PUERTO RICO 17;17;2 - L'EIXAMPLE;1 - RUSSAFA;;39.461393069754344, -0.37547292701497426
2333;ROMANTICO;318;PLAÇA DOCTOR LANDETE 7;7;2 - L'EIXAMPLE;1 - RUSSAFA;;39.46304624685358, -0.37192726285320804
2338;PIEDRA;292;GRAN VIA GERMANIES 8;10;2 - L'EIXAMPLE;1 - RUSSAFA;;39.464747880831965, -0.3745705274148283
2340;SILLA MEDITERRANEO;814;CARRER MESTRE CLAVÉ 4ac;1;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.4711066556586, -0.3781061459423536
2343;SILLA MEDITERRANEO;803;CARRER ESCOLANO 21ac;20;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.471338763790506, -0.3791607447511699
2344;SILLA MEDITERRANEO;802;CARRER ESCOLANO 21ac;20;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.471315301147456, -0.379188941126785
2345;SILLA MEDITERRANEO;801;CARRER ESCOLANO 21ac;20;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.47125003056073, -0.3792811374558095
2347;SILLA;796;CARRER MÚSIC PEYDRÓ 48ac;6;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.47063950061364, -0.3791502743632009
2353;ROMANTICO;739;PLAÇA AJUNTAMENT 1;0;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.46955821882392, -0.3765359681425269
2355;ROMANTICO;721;PLAÇA AJUNTAMENT 24;0;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.469631197819545, -0.3760786257310468
2356;PIEDRA;1331;AVINGUDA MESTRE RODRIGO (MÚSIC) 31;0;4 - CAMPANAR;4 - SANT PAU;;39.47934798686017, -0.3992318825673677
2359;PIEDRA;1327;PLAÇA POLICIA LOCAL 1;0;4 - CAMPANAR;4 - SANT PAU;;39.47946304701602, -0.4014744879412914
2360;PIEDRA;1326;PLAÇA POLICIA LOCAL 1;0;4 - CAMPANAR;4 - SANT PAU;;39.47951872743397, -0.401477169310866
2362;SILLA MEDITERRANEO;1959;CARRER ARQUEBISBE MAYORAL 12ac;;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.469711716626875, -0.378176250781542
2363;SILLA;1958;CARRER SANT VICENT MÀRTIR 61;;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.46966409331414, -0.37866441196830797
2367;PIEDRA;1953;PLAÇA SANT VICENT FERRER 2ac;;1 - CIUTAT VELLA;2 - LA XEREA;;39.473848912345005, -0.3724082281426928
2369;MEDITERRANEO;1951;CARRER SANT VICENT MÀRTIR 86ac;;3 - EXTRAMURS;2 - LA ROQUETA;;39.467977726239795, -0.3800536484806814
2370;MEDITERRANEO;1949;CARRER SANT VICENT MÀRTIR 90;;3 - EXTRAMURS;2 - LA ROQUETA;;39.46773649936409, -0.3802481078189356
2375;MEDITERRANEO;1944;PLAÇA MERCAT 31;;1 - CIUTAT VELLA;5 - EL MERCAT;;39.47421930503747, -0.37868035642420705
2377;MEDITERRANEO;1941;PLAÇA CIUTAT DE BRUGES 2ac;;1 - CIUTAT VELLA;5 - EL MERCAT;;39.4736944500706, -0.3795708506607845
2378;MEDITERRANEO;1940;PLAÇA CIUTAT DE BRUGES 2ac;;1 - CIUTAT VELLA;5 - EL MERCAT;;39.473707907864444, -0.37953195829827024
2379;MEDITERRANEO;1939;PLAÇA CIUTAT DE BRUGES 2ac;;1 - CIUTAT VELLA;5 - EL MERCAT;;39.473689273793404, -0.3795359811651785
2382;MEDITERRANEO;1936;PLAÇA CIUTAT DE BRUGES 2ac;;1 - CIUTAT VELLA;5 - EL MERCAT;;39.473580575550514, -0.37954805108022277
2389;MEDITERRANEO;1928;PLAÇA CIUTAT DE BRUGES 4;;1 - CIUTAT VELLA;5 - EL MERCAT;;39.473536061139356, -0.3798980802148569
2393;MEDITERRANEO;1924;CARRER CIRIL AMORÓS 2;;2 - L'EIXAMPLE;2 - EL PLA DEL REMEI;;39.46613309931154, -0.37421732114700385
2395;MEDITERRANEO;1922;CARRER POETA MAS I ROS 49ac;;13 - ALGIROS;2 - CIUTAT JARDI;;39.469989050234204, -0.3465102032031866
2398;PIEDRA;1323;PLAÇA POLICIA LOCAL 6ac;0;4 - CAMPANAR;4 - SANT PAU;;39.47888632070487, -0.40104386912478845
2399;PIEDRA;1321;PARTIDA POUET 43;0;4 - CAMPANAR;4 - SANT PAU;;39.47947883822478, -0.4048434226067158
2404;PIEDRA;1316;PARTIDA POUET 38;0;4 - CAMPANAR;4 - SANT PAU;;39.479362290621246, -0.4051988199986259
2406;PIEDRA;1312;PARTIDA POUET 55;0;4 - CAMPANAR;4 - SANT PAU;;39.478994951383775, -0.40508283674978973
2407;PIEDRA;1311;CARRER VALL DE LA BALLESTERA 64;0;4 - CAMPANAR;4 - SANT PAU;;39.47878486114534, -0.4050172836427705
2418;PIEDRA;1296;AVINGUDA TAMARINDES 19ac;21;4 - CAMPANAR;4 - SANT PAU;;39.47751151837069, -0.40234719534578317
2420;PIEDRA;1381;CARRER LUIS BUÑUEL (DIRECTOR DE CINE) 7ac;0;4 - CAMPANAR;4 - SANT PAU;;39.482415992026496, -0.4029505247664464
2423;PIEDRA;1376;CARRER LUIS BUÑUEL (DIRECTOR DE CINE) 5ac;0;4 - CAMPANAR;4 - SANT PAU;;39.481794717761524, -0.40311382594303447
2426;PIEDRA;1371;CARRER JORGE COMÍN (METGE PEDIATRE) 7;0;4 - CAMPANAR;4 - SANT PAU;;39.480012146931024, -0.4041055074496317
2428;PIEDRA;1369;CARRER JORGE COMÍN (METGE PEDIATRE) 8ac;0;4 - CAMPANAR;4 - SANT PAU;;39.480087047434765, -0.40419831465629025
2429;PIEDRA;1368;CARRER JORGE COMÍN (METGE PEDIATRE) 7;0;4 - CAMPANAR;4 - SANT PAU;;39.47993370033341, -0.4042161087464053
2433;PIEDRA;1362;CARRER HERNÁNDEZ LÁZARO 40;0;4 - CAMPANAR;4 - SANT PAU;;39.480217354182436, -0.4036226151015187
2442;ROMANTICO;715;PLAÇA AJUNTAMENT 28ac;0;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.469502668370104, -0.37653946212199996
2444;SILLA MEDITERRANEO;710;CARRER MORATÍN 9ac;9;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.471442301958845, -0.3759989496822306
2446;SILLA MEDITERRANEO;707;CARRER MORATÍN 7;7;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.471649978984374, -0.37600840424019805
2448;SILLA MEDITERRANEO;704;CARRER MORATÍN 5;7;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.4717860029713, -0.37600641785911654
2452;SILLA MEDITERRANEO;698;CARRER MORATÍN 1ac;3;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.47199870375876, -0.3760141376292377
2454;PIEDRA;696;CARRER SANT VICENT MÀRTIR 23ac;25;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.47247343469162, -0.37657491324586834
2458;PIEDRA;692;PLAÇA MARGARITA VALLDAURA 2ac;4;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.47332165198246, -0.37481540273911546
2459;PIEDRA;683;CARRER COLÓN 7;7;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.467635410641485, -0.3742456524483482
2464;PIEDRA;1085;PLAÇA ESCOLANIA DE LA MARE DE DÉU DELS DESEMPARATS 4;0;1 - CIUTAT VELLA;1 - LA SEU;;39.476493140376036, -0.37476347958419887
2466;PIEDRA;1079;PLAÇA MANISES 4;0;1 - CIUTAT VELLA;1 - LA SEU;;39.47693881536319, -0.37678330083075123
2467;PIEDRA;1078;CARRER FRANCISCANS 5ac;1;1 - CIUTAT VELLA;1 - LA SEU;;39.47769621186935, -0.3754798622037709
2468;PIEDRA;1076;PLAÇA CISNEROS 4;0;1 - CIUTAT VELLA;1 - LA SEU;;39.477986538497014, -0.375920680763485
2470;ROMANTICO;1564;CARRER ARXIDUC CARLES 127;;8 - PATRAIX;4 - SAFRANAR;;39.45902176921445, -0.40119442958465124
2471;BANCO ECOLOGICO;1563;AVINGUDA DOCTOR TOMÀS SALA 45;;9 - JESUS;4 - SANT MARCEL.LI;;39.4469452354544, -0.38689899782940274
2473;BANCO ECOLOGICO;1560;CARRER JOAN VERDEGUER 18;;11 - POBLATS MARITIMS;1 - EL GRAU;;39.45873477470011, -0.33797522396268675
2474;BANCO ECOLOGICO;1558;CARRER JOAN VERDEGUER 25ac;;11 - POBLATS MARITIMS;1 - EL GRAU;;39.45882667514708, -0.3373415487214103
2475;BANCO ECOLOGICO;1557;CARRER JOAN VERDEGUER 3;;11 - POBLATS MARITIMS;1 - EL GRAU;;39.45911848845449, -0.33971957606316006
2482;MEDITERRANEO;1523;CARRER SANTS JUST I PASTOR 118ac;;12 - CAMINS AL GRAU;1 - AIORA;;39.46770084132187, -0.3417414268868382
2483;MEDITERRANEO;1519;AVINGUDA PORT 121;;12 - CAMINS AL GRAU;1 - AIORA;;39.46454218499106, -0.3476891461688224
2484;MEDITERRANEO;1518;AVINGUDA PORT 119;;12 - CAMINS AL GRAU;1 - AIORA;;39.46465730610687, -0.34810158650785217
2494;;1650;CARRER FONTANARS DELS ALFORINS 59ac;;8 - PATRAIX;1 - PATRAIX;;39.461375772078156, -0.3956315647317982
2495;;1649;CARRER FONTANARS DELS ALFORINS 59ac;;8 - PATRAIX;1 - PATRAIX;;39.46133332069182, -0.3955832850174391
2501;;1642;PLAÇA ENRIC GRANADOS 4;;8 - PATRAIX;1 - PATRAIX;;39.46223101077988, -0.3954692911093293
3005;ROMANTICO;4041;CARRER SENENT IBÁÑEZ 20;;17 - POBLATS DEL NORD;6 - MASSARROJOS;;39.540753185761936, -0.4057612034315709
3014;Romantico;4227;CARRER CARLOS CLIMENT GONZÁLEZ (JURISTA) 6;;16 - BENICALAP;1 - BENICALAP;;39.49615331279834, -0.3903469353020341
3017;MODO08-1800;3640;AVINGUDA ALCALDE GISBERT RICO 44ac;;10 - QUATRE CARRERES;7 - CIUTAT DE LES ARTS I DE LES CIENCIES;;39.44785503635676, -0.36704960400584413
3018;MEDITERRANEO;3621;CARRER JOAQUIM BENLLOCH 36;;10 - QUATRE CARRERES;3 - MALILLA;;39.450822480366675, -0.3745629554112625
3023;piedra;5811;CARRER CAMP DE TÚRIA, 2ac;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.49532560631398, -0.4009943237426308
3024;piedra;5812;CARRER CAMP DE TÚRIA, 3ac;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.49522004649948, -0.40121963004263234
3026;piedra;5814;CARRER CAMP DE TÚRIA, 3ac;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.49512587044922, -0.40146236924942336
3027;madera;5815;CARRER FOIA DE BUNYOL, 1ac;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.4957323202715, -0.4016273256005178
3029;madera;5817;CARRER FOIA DE BUNYOL, 1ac;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.495937228436055, -0.4014999200691939
3030;madera;5818;CARRER FOIA DE BUNYOL, 2ac;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.49593722909931, -0.4013430115490624
3031;madera;5819;CARRER FOIA DE BUNYOL, 1ac;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.49614317164892, -0.4014368885278384
3032;madera;5820;CARRER FOIA DE BUNYOL, 2ac;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.49610798519668, -0.4012732732539225
3033;madera;5821;CARRER FOIA DE BUNYOL, 2ac;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.496158694436744, -0.4013349646227991
3034;madera;5822;CARRER FOIA DE BUNYOL, 2ac;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.496334625366345, -0.40131618870244157
3035;madera;5823;CARRER FOIA DE BUNYOL, 1ac;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.49638429939658, -0.40141408957373537
3038;madera;5826;CARRER DOCTOR NICASI BENLLOCH, 55ac;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.496580927257554, -0.4013912903013801
3041;madera;5829;CARRER FOIA DE BUNYOL, 1ac;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.496853100205215, -0.4015562471353873
3042;madera;5830;CARRER DOCTOR NICASI BENLLOCH, 55ac;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.496915192731294, -0.4013926323490754
3046;;5415;CARRER OLTÀ, 6;;10 - QUATRE CARRERES;3 - MALILLA;2022;39.45256089095125, -0.38029275358198283
3048;mediterráneo;5599;CARRER CASA DE LA MISERICÒRDIA, 34;;7 - L'OLIVERETA;4 - LA FONTSANTA;;39.46459907457855, -0.410325857966414
3049;mediterráneo;5600;CARRER CASA DE LA MISERICÒRDIA, 34;;7 - L'OLIVERETA;4 - LA FONTSANTA;;39.46458872134578, -0.4104411935740451
3052;;5419;CARRER OLTÀ, 30;;10 - QUATRE CARRERES;3 - MALILLA;2022;39.45265035716265, -0.3777514301596128
3054;mediterráneo;5602;CARRER DOCTOR LLUCH, 23ac;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.464496296960455, -0.32885058090403024
3055;mediterraneo;5603;CARRER DOCTOR LLUCH, 43ac;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.46537841630113, -0.32872183409291705
3061;;5422;CARRER ILLA CABRERA, 38;;10 - QUATRE CARRERES;3 - MALILLA;2022;39.44895231204269, -0.37874921073896595
3064;;5281;CARRER TRAINERA, 7ac;;4 - CAMPANAR;2 - LES TENDETES;2022;39.48410037136011, -0.38697393790805656
3066;;5282;CARRER CONCA, 42;;3 - EXTRAMURS;4 - ARRANCAPINS;2022;39.46704764061952, -0.3860658307387739
3069;BANCO TAPONES RECICLADOS;5047;CARRER PERE PATRICI MEY, 41;;15 - RASCANYA;2 - TORREFIEL;2021;39.4923909666418, -0.3780824804695329
3070;BANCO TAPONES RECICLADOS;5048;CARRER ALCANYÍS, 14;;15 - RASCANYA;2 - TORREFIEL;2021;39.49255345227911, -0.37793495883366973
3071;BANCO TAPONES RECICLADOS;3211;PLAÇA SANT JERONI, 10ac;;15 - RASCANYA;2 - TORREFIEL;2021;39.4982347738013, -0.37450327746335055
3073;;5283;CARRER CONCA, 36;;3 - EXTRAMURS;4 - ARRANCAPINS;2022;39.4674969685758, -0.38570641574171355
3074;BANCO TAPONES RECICLADOS;5050;CARRER PARE PEDRO VELASCO, 21ac;;11 - POBLATS MARITIMS;3 - LA MALVA-ROSA;2021;39.47958112446881, -0.3290813091878147
3075;BANCO TAPONES RECICLADOS;5053;CARRER ARQUITECTE ARNAU, 65ac;;14 - BENIMACLET;2 - CAMI DE VERA;2021;39.4868065683042, -0.35619969913151384
3076;BANCO TAPONES RECICLADOS;5055;CARRER IECLA, 14;;13 - ALGIROS;3 - L'AMISTAT;2021;39.47203904415861, -0.3507589957040732
3078;BANCO TAPONES RECICLADOS;5056;CARRER ALCOSSEBRE, 1;;11 - POBLATS MARITIMS;3 - LA MALVA-ROSA;2021;39.47536386501906, -0.32734457947434753
3080;NEOBARCINO;4204;AVINGUDA AMAT GRANELL MESADO (MILITAR) 51ac;;10 - QUATRE CARRERES;1 - MONT-OLIVET;;39.45708398926936, -0.36340719042778835
3084;NEOBARCINO;4172;CARRERA FONTETA DE SANT LLUÍS 38;;10 - QUATRE CARRERES;2 - EN CORTS;;39.45578819474543, -0.3716021554922834
3085;NEOBARCINO;4164;CARRER VIVONS 30;;2 - L'EIXAMPLE;1 - RUSSAFA;;39.460298313882255, -0.3719696187987059
3089;NEOBARCINO;4270;PLAÇA FONT DE SANT AGUSTÍ 9;;19 - POBLATS DEL SUD;2 - CASTELLAR-L'OLIVERAL;;39.42409602827867, -0.36381942662351274
3090;;4262;CARRER PERE III EL GRAN 26;;2 - L'EIXAMPLE;1 - RUSSAFA;;39.46270823402155, -0.368600946034853
3094;MEDITERRANEO;3047;CARRER SANT DOMÉNEC SAVIO 89ac;;15 - RASCANYA;2 - TORREFIEL;;39.499214232946954, -0.37629487590349
3098;MEDITERRANEO;2993;AVINGUDA JOAN XXIII 20;;15 - RASCANYA;2 - TORREFIEL;;39.49214036065609, -0.38262954974777974
3099;MEDITERRANEO;2902;CARRER RIU SEGRE 29;;16 - BENICALAP;1 - BENICALAP;;39.49713240944065, -0.3833083189595329
3100;MADERA;2895;PLAÇA VICENT BADIA I MARIN (CRONISTA VALENCIA) 2ac;;16 - BENICALAP;1 - BENICALAP;;39.49780403828664, -0.3820785266776248
3103;PIEDRA;5834;CARRER MIQUEL GRAU, 6;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.49404128502363, -0.40396755231338005
3104;PIEDRA;5835;CARRER MIQUEL GRAU, 6;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.49411683391356, -0.4038039373454724
3108;PIEDRA;5839;CARRER CAMP DE TÚRIA, 4;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.49434451568551, -0.4032607908195048
3112;;5843;CARRER CAMP DE TÚRIA, 8;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.493717354513265, -0.4047038184524112
3117;;5848;CARRER CAMP DE TÚRIA, 12;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.493489671093464, -0.40524026040146505
3121;;5852;CARRER BENIFERRI, 15ac;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.493312699271414, -0.4056519793551878
3127;mediterraneo;5611;CARRER MEDITERRÀNIA, 7;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.467926352501884, -0.3312994366071519
3133;;5428;CARRER ILLA FORMENTERA, 20;;10 - QUATRE CARRERES;3 - MALILLA;2022;39.44724564045512, -0.3807769609318669
3134;;5429;CARRER ILLA FORMENTERA, 18;;10 - QUATRE CARRERES;3 - MALILLA;2022;39.44729120781367, -0.3811631988952908
3136;mediterráneo;5606;CARRER DOCTOR LLUCH, 57ac;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.46599237270705, -0.32863197983282794
3137;;5436;CARRER BURGOS, 8ac;;7 - L'OLIVERETA;1 - NOU MOLES;2022;39.47002988177414, -0.3991643891447412
3141;;5439;CARRER JUST RAMÍREZ (ARQUITECTE), 30;;5 - LA SAIDIA;4 - TORMOS;2022;39.48941593032917, -0.378835908810541
3142;BANCO TAPONES RECICLADOS;5057;CARRER ALCOSSEBRE, 1;;11 - POBLATS MARITIMS;3 - LA MALVA-ROSA;2021;39.47538042795057, -0.3275162402250715
3143;BANCO TAPONES RECICLADOS;5058;CARRER PARC DE NATZARET, 3;;11 - POBLATS MARITIMS;5 - NATZARET;2021;39.450109204971994, -0.3326192170623578
3144;;5287;CARRER OMET, 6;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;2022;39.46580834113678, -0.3272667709999932
3149;BANCO TAPONES RECICLADOS;5064;CARRER JACA, 20;;5 - LA SAIDIA;3 - TRINITAT;2021;39.483838157010666, -0.3677793669419892
3152;neoclasico;5068;AVINGUDA BURJASSOT, 93;;16 - BENICALAP;1 - BENICALAP;2021;39.48872913982121, -0.3897587919232572
3153;;5518;;;19 - POBLATS DEL SUD;4 - EL SALER;;39.380366836381256, -0.32435586360288393
3154;mediterraneo;5069;AVINGUDA PLATA, 35;;10 - QUATRE CARRERES;2 - EN CORTS;2021;39.45454944639809, -0.368653760307389
3157;mediterraneo;5222;CARRER COMTE D´OLIVA, 2ac;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.473405115737776, -0.33375936338284756
3159;;5266;CARRER JOAQUIM BENLLOCH, 28;;10 - QUATRE CARRERES;3 - MALILLA;2022;39.45196758247181, -0.3756752463349538
3160;MADERA;2887;PLAÇA VICENT BADIA I MARIN (CRONISTA VALENCIA) 1ac;;16 - BENICALAP;1 - BENICALAP;;39.49768399418593, -0.3822112957233334
3162;MEDITERRANEO;2874;CARRER COMTE DE TORREFIEL 91;;15 - RASCANYA;2 - TORREFIEL;;39.49807516581284, -0.3774286871734158
3167;MEDITERRANEO;2977;CARRER GAYANO LLUCH 32;;15 - RASCANYA;2 - TORREFIEL;;39.49328225111498, -0.38157206696410384
3171;MEDITERRANEO;2951;CARRER RIU NERVIÓN 3;;16 - BENICALAP;1 - BENICALAP;;39.496044672617124, -0.38142346859580767
3172;MEDITERRANEO;2944;CARRER RIU NERVIÓN 6;;16 - BENICALAP;1 - BENICALAP;;39.49617506875701, -0.38167425579905595
3173;MEDITERRANEO;2937;CARRER RIU NERVIÓN 9;;16 - BENICALAP;1 - BENICALAP;;39.49592566098164, -0.38209133922415256
3175;MEDITERRANEO;2919;CARRER SANT DOMÉNEC SAVIO 72;;15 - RASCANYA;2 - TORREFIEL;;39.496383532828204, -0.37571040212164264
3184;;5856;CARRER CAMP DE TÚRIA, 16;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.493130551413294, -0.4060757694754382
3186;;5858;CARRER CAMP DE TÚRIA, 16;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.493042581753954, -0.406287663385617
3190;;5862;CARRER CAMP DE TÚRIA;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.49243300404209, -0.40768375365193815
3191;;5863;CARRER FAVANELLA, 18ac;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.49249406545186, -0.4075617126607966
3194;;5866;CARRER FAVANELLA, 18ac;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.492624468349184, -0.407246553211989
3198;;5870;AVINGUDA CORTS VALENCIANES, 45;;4 - CAMPANAR;4 - SANT PAU;;39.49340273795963, -0.40220534077794673
3200;;5872;AVINGUDA CORTS VALENCIANES, 45;;4 - CAMPANAR;4 - SANT PAU;;39.493457588875145, -0.4022522804907417
3201;;5873;AVINGUDA CORTS VALENCIANES, 43;;4 - CAMPANAR;4 - SANT PAU;;39.493171948368044, -0.40204306820267915
3202;;5874;AVINGUDA CORTS VALENCIANES, 43;;4 - CAMPANAR;4 - SANT PAU;;39.493197821623056, -0.4020618430634662
3206;;5437;CARRER JUST RAMÍREZ (ARQUITECTE), 8;;5 - LA SAIDIA;4 - TORMOS;2022;39.48997068159149, -0.37631999690359574
3207;mediterráneo;5632;PLAÇA SANT DOMÉNEC DE GUZMÁN, 1;;9 - JESUS;5 - CAMI REAL;;39.44884914651777, -0.3956931941184227
3213;MEDITERRANEO;2317;CARRER REINA, 114;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.46846733889989, -0.32860969561068365
3214;;5378;AVINGUDA LEVANTE UD, 22ac;;16 - BENICALAP;1 - BENICALAP;2022;39.496440475179206, -0.3875278584674762
3215;mediterráneo;5615;CARRER REINA, 217ac;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.472416331897406, -0.32817466348367647
3216;mediterráneo;5617;CARRER REINA, 228ac;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.472285891350985, -0.32805396485693555
3218;;5382;AVINGUDA LEVANTE UD, 14ac;;16 - BENICALAP;1 - BENICALAP;2022;39.49513237133679, -0.3896199813741437
3222;MEDITERRANEO;2322;CARRER REINA, 88;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.467439279565966, -0.3287572161241398
3232;mediterraneo;5231;CARRER PINTOR DALMAU, 1;;11 - POBLATS MARITIMS;4 - BETERO;;39.47391962041376, -0.33405172378207504
3236;NEOBARCINO;4331;AVINGUDA TARONGERS;;13 - ALGIROS;5 - LA CARRASCA;2021;39.480095103754245, -0.34499486483950864
3238;neobarcino;4370;CARRER JESUSET DE L´HORT, 66;;19 - POBLATS DEL SUD;5 - EL PALMAR;2021;39.31115096167513, -0.3170679447374692
